来源	文件	位置	原文	参考译文	填写中文	长度状态
UI	lang0.pak	DST_DOJO_BATTLE_SCRAMBLE_OFFENCE_PLAYER	Scramble		争夺战	ok
UI	lang0.pak	DST_DOJO_CAN_NOT_UPGRADE_BECAUSE_MAX_LEVEL	Max Level		最大等级	ok
UI	lang0.pak	DST_DOJO_CAN_NOT_UPGRADE_BECAUSE_NEED_ITEM	Need Item		需要道具	ok
UI	lang0.pak	DST_DOJO_CAN_NOT_UPGRADE_BECAUSE_NEED_MORE_ITEM	Need More Items		需要更多道具	ok
UI	lang0.pak	DST_DOJO_HAVE_NOT_DOJO	No Dojo		无道场	ok
UI	lang0.pak	DST_DOJO_INFO	Dojo Info		道场信息	ok
UI	lang0.pak	DST_DOJO_INFO_BATTLE	Battle		战斗	ok
UI	lang0.pak	DST_DOJO_INFO_CITY_NAME	City name		城市名称	ok
UI	lang0.pak	DST_DOJO_INFO_DOJO_INFO	Dojo Info		道场信息	ok
UI	lang0.pak	DST_DOJO_INFO_DOJO_LEVEL	Dojo Lv.		道场 Lv.	ok
UI	lang0.pak	DST_DOJO_INFO_DOJO_NAME	Dojo Name		道场名称	ok
UI	lang0.pak	DST_DOJO_INFO_GUILD_NAME	Guild Name		公会名称	ok
UI	lang0.pak	DST_DOJO_INFO_GUILD_NOTICE	Guild Note		公会提示	ok
UI	lang0.pak	DST_DOJO_INFO_GUILD_POINT	Guild Point		公会点数	ok
UI	lang0.pak	DST_DOJO_INFO_INFO	Info		信息	ok
UI	lang0.pak	DST_DOJO_INFO_NOTICE_INPUT	Note in		提示在	ok
UI	lang0.pak	DST_DOJO_INFO_PUBLIC_SECURITY	Status		状态	ok
UI	lang0.pak	DST_DOJO_INFO_SET_TENKAI_SEED_PLAYER	Seed Exhibitors		种子选手	ok
UI	lang0.pak	DST_DOJO_INFO_TENKAI_SEED_PLAYER	Exhibitors		Exhibitors	ok
UI	lang0.pak	DST_DOJO_LOST_DOJO	%s Guild %s took ownership of the Dojo.		%s 公会 %s 所有权的道场。	ok
UI	lang0.pak	DST_DOJO_LOST_DOJO_COLOR	Uniform color reset.		道服颜色重置。	ok
UI	lang0.pak	DST_DOJO_NAME	Name		名称	ok
UI	lang0.pak	DST_DOJO_NEED_GUILD_POINT	Need Points		需要点数	ok
UI	lang0.pak	DST_DOJO_NEED_ITEM	Need Item		需要道具	ok
UI	lang0.pak	DST_DOJO_NEED_ZENNY	Need Zeni		需要索尼	ok
UI	lang0.pak	DST_DOJO_ONLY_REGISTER_ITEM	Can't register.		无法报名。	ok
UI	lang0.pak	DST_DOJO_ONLY_REGI_BAG_ZENNY	Only for Zeni.		专用用于索尼。	ok
UI	lang0.pak	DST_DOJO_PEACE_STATE_COMMON	Normal		普通	ok
UI	lang0.pak	DST_DOJO_PEACE_STATE_FEAR	Fear		Fear	ok
UI	lang0.pak	DST_DOJO_PEACE_STATE_FESTIVAL	Festive		Festive	ok
UI	lang0.pak	DST_DOJO_PEACE_STATE_PANIC	Panic		Panic	ok
UI	lang0.pak	DST_DOJO_PEACE_STATE_QUIET	Quiet		Quiet	ok
UI	lang0.pak	DST_DOJO_REJECT_SCRAMBLE	Dojo Scramble Reject		道场争夺战拒绝	ok
UI	lang0.pak	DST_DOJO_REWARD_GUILD_REPUTATION	Victory %d Guild has %u Points earned		胜利公会%d获得%u点数	ok
UI	lang0.pak	DST_DOJO_REWARD_ITEM	Victory: %s Items %d earned		Victory：%s 道具 %d 获得	ok
UI	lang0.pak	DST_DOJO_REWARD_NPC_NARRATION	"[font size = ""13"" color = ""000000""]If you win items, I will put them in the guild bank!"		"[font size = ""13"" color = ""000000""]如果你获胜道具，I将它们在公会银行！"	ok
UI	lang0.pak	DST_DOJO_RUN_UPGRADE	Upgrade		升级	ok
UI	lang0.pak	DST_DOJO_SCRAMBLE	Dojo Scramble		道场争夺战	ok
UI	lang0.pak	DST_DOJO_SCRAMBLE_ACCEPT_CHALLENGE	"[align = ""center""][font size = ""12"" color=""f4d762""]Scramble Request[/font][br][br][font size = ""10"" color=""269eff""]%s Challenge from Dojo[br][br]Accept the challenge to prove your worth[br]Fight for the Dojo's fate[br]If you Reject[br]You can't win any Zeni.[/font][br][br][font size = ""10"" color=""ffffff""]Required[/font][br][br][font size = ""10"" color=""f36a7c""]Zeni: %s[/font][br][br][font size = ""10"" color=""ffffff""]Accept Challenge?[/font]"		"[align = ""center""][font size = ""12"" color=""f4d762""]争夺战请求[/font][br][br][font size = ""10"" color=""269eff""]来自道场的 %s 挑战[br][br]接受挑战，证明你的价值[br]为道场命运而战[br]如果你拒绝[br]你无法获得任何索尼。[/font][br][br][font size = ""10"" color=""ffffff""]需要[/font][br][br][font size = ""10"" color=""f36a7c""]索尼：%s[/font][br][br][font size = ""10"" color=""ffffff""]接受挑战？[/font]"	ok
UI	lang0.pak	DST_DOJO_SCRAMBLE_ACCEPT_CHALLENGE_CANCEL_BTN	Cancel		取消	ok
UI	lang0.pak	DST_DOJO_SCRAMBLE_ASK_CHALLENGE	"[align = ""center""][font size = ""12"" color=""f4d762""]Dojo Scramble[/font][br][br][font size = ""10"" color=""269eff""]Dojo Players[br]will send a challenge.[br]When the challenge is accepted[br]you'll have to fight.[br][br]When you send a challenge[br]You must win[br]Or be ready to laughed at[br]Know your enemy![/font][br][br][font size = ""10"" color=""ffffff""]Matches for Zeni[br](Match might be rejected.)[/font][br][br][font size = ""10"" color=""f36a7c""]Zeni: %s[/font][br][br][font size = ""10"" color=""ffffff""]Send Challenge?[/font]"		"[align = ""center""][font size = ""12"" color=""f4d762""]道场争夺战[/font][br][br][font size = ""10"" color=""269eff""]道场玩家[br]将发送挑战。[br]挑战被接受后[br]你必须战斗。[br][br]当你发送挑战时[br]你必须获胜[br]否则就等着被嘲笑[br]了解你的敌人！[/font][br][br][font size = ""10"" color=""ffffff""]索尼比赛[br]（比赛可能被拒绝。）[/font][br][br][font size = ""10"" color=""f36a7c""]索尼：%s[/font][br][br][font size = ""10"" color=""ffffff""]发送挑战？[/font]"	ok
UI	lang0.pak	DST_DOJO_SCRAMBLE_ASK_TELEPORT	"[align = ""center""][font size = ""12"" color=""f4d762""]Join Dojo Scramble[/font][br][br][font size = ""10"" color=""269eff""]It's time to fight[br]Go to the ring[br]Tension Control check.[br]Tension control used.[/font][br][br][font size = ""10"" color=""ffffff""]Fight rules:[/font][br][br][font size = ""10"" color=""f4d762""]Win : get up to 500 points[br][br]1 Learn how to fight[/font][br][font size = ""10"" color=""ffffff""]+2 points if dojo imprint acquisition[/font][br][br][font size = ""10"" color=""f4d762""]2 points to go[/font][br][font size = ""10"" color=""ffffff""]Tension Points 300 bet +8[/font][br][br][font size = ""10"" color=""f4d762""]Tension points[/font][br][font size = ""10"" color=""ffffff""]1 or 2 Tension Points[/font][br][br][font size = ""10"" color=""f36a7c""]Can't create a party in a fight[/font][br][br][font size = ""10"" color=""ffffff""]Go to the fight?[/font]"		"[align = ""center""][font size = ""12"" color=""f4d762""]参加道场争夺战[/font][br][br][font size = ""10"" color=""269eff""]战斗时间到了[br]前往擂台[br]斗志控制确认。[br]斗志控制使用。[/font][br][br][font size = ""10"" color=""ffffff""]战斗规则:[/font][br][br][font size = ""10"" color=""f4d762""]胜利：最多获得500点[br][br]1 学习战斗方式[/font][br][font size = ""10"" color=""ffffff""]获得道场印记时 +2 点[/font][br][br][font size = ""10"" color=""f4d762""]前进需要2点[/font][br][font size = ""10"" color=""ffffff""]下注斗志点数300，+8[/font][br][br][font size = ""10"" color=""f4d762""]斗志点数[/font][br][font size = ""10"" color=""ffffff""]1 或 2 斗志点数[/font][br][br][font size = ""10"" color=""f36a7c""]战斗中无法创建队伍[/font][br][br][font size = ""10"" color=""ffffff""]前往战斗？[/font]"	ok
UI	lang0.pak	DST_DOJO_SCRAMBLE_CHANGE_SEAL_OWNER	%s captured %s!		%s %s!	ok
UI	lang0.pak	DST_DOJO_SCRAMBLE_ENTER	Enter		进入	ok
UI	lang0.pak	DST_DOJO_SCRAMBLE_GUILD_MEMBER_COUNT	Members		成员	ok
UI	lang0.pak	DST_DOJO_SCRAMBLE_NO_OWNER_SEAL	No Logo		无标志	ok
UI	lang0.pak	DST_DOJO_SCRAMBLE_OTHER_GUILD_SEAL	Other Logo		其他标志	ok
UI	lang0.pak	DST_DOJO_SCRAMBLE_OUR_GUILD_SEAL	Our Logo		我方标志	ok
UI	lang0.pak	DST_DOJO_SCRAMBLE_OWNER_SEAL_COUNT	Logo		标志	ok
UI	lang0.pak	DST_DOJO_SCRAMBLE_REWARD_ITEM	Items		物品	ok
UI	lang0.pak	DST_DOJO_SCRAMBLE_REWARD_REPUTATION	Points		点数	ok
UI	lang0.pak	DST_DOJO_SCRAMBLE_RULE	"[font size=""11""color=""FFFF33""]1. 5 to 500 points to start![br][br]2. 1 hour to beat the best score![br][br]3. But, whoever survives wins!"		"[font size=""11""color=""FFFF33""]1. 5 到 500 点数到开始！[br][br]2. 1 小时到节拍分数！[br][br]3. 但，！"	ok
UI	lang0.pak	DST_DOJO_SCRAMBLE_RULE_TITLE	Fight to win		战斗到获胜	ok
UI	lang0.pak	DST_DOJO_SCRAMBLE_STATE_END	Fight End!		战斗结束！	ok
UI	lang0.pak	DST_DOJO_SCRAMBLE_STATE_INITIAL	Prepare to fight		准备战斗	ok
UI	lang0.pak	DST_DOJO_SCRAMBLE_STATE_NORMAL	Today %dh %dmin Dojo Scramble		今天 %d %d 道场争夺战	ok
UI	lang0.pak	DST_DOJO_SCRAMBLE_STATE_NORMAL2	Today %d point for Dojo Scramble		今天 %d 点数用于道场争夺战	ok
UI	lang0.pak	DST_DOJO_SCRAMBLE_STATE_READY	Get Ready		获得准备	ok
UI	lang0.pak	DST_DOJO_SCRAMBLE_STATE_RECEIVE	Dojo War Scramble:\nRequest possible		道场 War 争夺战:\n请求可以	ok
UI	lang0.pak	DST_DOJO_SCRAMBLE_STATE_REJECT_END	Dojo Scramble Rejected		道场争夺战被拒绝	ok
UI	lang0.pak	DST_DOJO_SCRAMBLE_STATE_STANDBY	standby: fight starting		待命：战斗	ok
UI	lang0.pak	DST_DOJO_SCRAMBLE_STATE_START	Fight started!		战斗已开始！	ok
UI	lang0.pak	DST_DOJO_SCRAMBLE_TITLE	Scramble		争夺战	ok
UI	lang0.pak	DST_DOJO_SUCCESS_ADDITION_TENKAI_SEED	"[align = ""center""][font size = ""12"" color=""f4d762""]Player Info[/font][br][br][font size = ""10"" color=""269eff""]%s Qualified[br]Good luck in the Tournament.[/font]"		"[align = ""center""][font size = ""12"" color=""f4d762""]玩家信息[/font][br][br][font size = ""10"" color=""269eff""]%s 已取得资格[br]祝你在锦标赛中好运。[/font]"	ok
UI	lang0.pak	DST_DOJO_SUCCESS_ESTABLISHMENT_TO_MASTER	"[align = ""center""][font size = ""12"" color=""f4d762""]Dojo[/font][br][br][font size = ""10"" color=""269eff""]created.[/font][br][br][font size = ""10"" color=""f4d762""]%s Created.[/font] "		"[align = ""center""][font size = ""12"" color=""f4d762""]道场[/font][br][br][font size = ""10"" color=""269eff""]已创建。[/font][br][br][font size = ""10"" color=""f4d762""]%s 已创建。[/font] "	ok
UI	lang0.pak	DST_DOJO_SUCCESS_ESTABLISHMENT_TO_MEMBER	%s Created.		%s 已创建。	ok
UI	lang0.pak	DST_DOJO_UPGRADE	Upgrade		升级	ok
UI	lang0.pak	DST_DOJO_UPGRADE_CONSUMPTION_GUILD_POINT	Got		已	ok
UI	lang0.pak	DST_DOJO_UPGRADE_CONSUMPTION_ZENNY	Current Zeni		当前索尼	ok
UI	lang0.pak	DST_DOJO_UPGRADE_CURENT_LEVEL_0	Lv.1		Lv.1	ok
UI	lang0.pak	DST_DOJO_UPGRADE_CURENT_LEVEL_1	Lv.2		Lv.2	ok
UI	lang0.pak	DST_DOJO_UPGRADE_CURENT_LEVEL_2	Lv.3		Lv.3	ok
UI	lang0.pak	DST_DOJO_UPGRADE_CURENT_LEVEL_3	Lv.4:Update		Lv.4：更新	ok
UI	lang0.pak	DST_DOJO_UPGRADE_CURENT_LEVEL_4	Lv.5		Lv.5	ok
UI	lang0.pak	DST_DOJO_UPGRADE_CURENT_LEVEL_5	Lv.6:Update		Lv.6：更新	ok
UI	lang0.pak	DST_DOJO_UPGRADE_CURENT_LEVEL_6	Lv.7		Lv.7	ok
UI	lang0.pak	DST_DOJO_UPGRADE_CURENT_LEVEL_7	Lv.8:Update		Lv.8：更新	ok
UI	lang0.pak	DST_DOJO_UPGRADE_NEED_ITEM	Upgrade Stone		升级石	ok
UI	lang0.pak	DST_DOJO_UPGRADE_NEXT_LEVEL_1	Next Lv.2		下一 Lv.2	ok
UI	lang0.pak	DST_DOJO_UPGRADE_NEXT_LEVEL_2	Next Lv.3		下一 Lv.3	ok
UI	lang0.pak	DST_DOJO_UPGRADE_NEXT_LEVEL_3	Next Lv.4		下一 Lv.4	ok
UI	lang0.pak	DST_DOJO_UPGRADE_NEXT_LEVEL_4	Next Lv.5		下一 Lv.5	ok
UI	lang0.pak	DST_DOJO_UPGRADE_NEXT_LEVEL_5	Next Lv.6		下一 Lv.6	ok
UI	lang0.pak	DST_DOJO_UPGRADE_NEXT_LEVEL_6	Next Lv.7		下一 Lv.7	ok
UI	lang0.pak	DST_DOJO_UPGRADE_NEXT_LEVEL_7	Next Lv.8		下一 Lv.8	ok
UI	lang0.pak	DST_DO_EMPTY_CAPSULEKIT	First empty Capsule kit.		第一空胶囊工具包。	ok
UI	lang0.pak	DST_DRAGONBALLSCRAMBLE_FOR_BASIC_BENEFIT	Maximum LP increase by: %d%%  [DBS]		最大LP增加由：%d%% [DBS]	ok
UI	lang0.pak	DST_DRAGONBALL_SCRAMBLE_ALREADY_JOIN	Already joined Scramble		已加入争夺战	ok
UI	lang0.pak	DST_DRAGONBALL_SCRAMBLE_CAN_NOT_TRADE_TARGET	Can't trade Dragon Ball		无法交易龙珠	ok
UI	lang0.pak	DST_DRAGONBALL_SCRAMBLE_CHANNEL_INFO	Dragon Ball Scramble Event!		龙珠争夺战活动！	ok
UI	lang0.pak	DST_DRAGONBALL_SCRAMBLE_CONFIRM_CANCEL	Cancel		取消	ok
UI	lang0.pak	DST_DRAGONBALL_SCRAMBLE_CONFIRM_DROP_1	Fainted		倒下	ok
UI	lang0.pak	DST_DRAGONBALL_SCRAMBLE_CONFIRM_DROP_2	Teleport or Exit		传送或退出	ok
UI	lang0.pak	DST_DRAGONBALL_SCRAMBLE_CONFIRM_DROP_3	PK Impossible to Enter		PK无法进入	ok
UI	lang0.pak	DST_DRAGONBALL_SCRAMBLE_CONFIRM_DROP_TITLE	Losing		Losing	ok
UI	lang0.pak	DST_DRAGONBALL_SCRAMBLE_CONFIRM_GET_1	Dropped To pick up		Dropped 到上	ok
UI	lang0.pak	DST_DRAGONBALL_SCRAMBLE_CONFIRM_GET_2	Call Dragon		Call 龙	ok
UI	lang0.pak	DST_DRAGONBALL_SCRAMBLE_CONFIRM_GET_3	Spiked with Item		Spiked 使用道具	ok
UI	lang0.pak	DST_DRAGONBALL_SCRAMBLE_CONFIRM_GET_TITLE	Scramble!		争夺战！	ok
UI	lang0.pak	DST_DRAGONBALL_SCRAMBLE_CONFIRM_OK	App.		申请	ok
UI	lang0.pak	DST_DRAGONBALL_SCRAMBLE_CONFIRM_TITLE	Dragon Ball Scramble App.		龙珠争夺战 App.	ok
UI	lang0.pak	DST_DRAGONBALL_SCRAMBLE_CONFIRM_WARNING_TITLE	Note!		注意	ok
UI	lang0.pak	DST_DRAGONBALL_SCRAMBLE_CONFIRM_WARNINR	1)No Bus. 2)Not Ranked.		1)无巴士。2)不排位。	ok
UI	lang0.pak	DST_DRAGONBALL_SCRAMBLE_DROP_MSG	Dragon Ball Lost!!		龙珠失败！!	ok
UI	lang0.pak	DST_DRAGONBALL_SCRAMBLE_FAINT_DROP_MSG	You have Fainted		你已倒下	ok
UI	lang0.pak	DST_DRAGONBALL_SCRAMBLE_GAIN_BUDOJI_MILEAGE	Earned %d Mudosa		获得%d武道点	ok
UI	lang0.pak	DST_DRAGONBALL_SCRAMBLE_I_AM_NOT_PLAYER	Not Scramble Participant		不争夺战参与者	ok
UI	lang0.pak	DST_DRAGONBALL_SCRAMBLE_I_AM_PLAYER	Scramble Participant		争夺战参与者	ok
UI	lang0.pak	DST_DRAGONBALL_SCRAMBLE_JOIN_CONFIRM_MSGBOX	"[align = ""center""][font size=""12""color=""f4d762""]Join Dragon Ball Scramble[/font][br][br][font size=""10""color=""269eff""]Note: You can't exit Dragon Ball Scramble until it's over.[/font]"		"[align = ""center""][font size=""12""color=""f4d762""]参加龙珠争夺战[/font][br][br][font size=""10""color=""269eff""]提示：龙珠争夺战结束前无法退出。[/font]"	ok
UI	lang0.pak	DST_DRAGONBALL_SCRAMBLE_JOIN_MSGBOX	"[align = ""center""]Dragon Ball Scramble[br][br]join?"		"[align = ""center""]龙珠争夺战[br][br]参加？"	ok
UI	lang0.pak	DST_DRAGONBALL_SCRAMBLE_LOOT_BATTLE_DRAGONBALL	Earned %d Dragon Ball		获得 %d 龙珠	ok
UI	lang0.pak	DST_DRAGONBALL_SCRAMBLE_PARTY_LEAVE	Left Party		离开队伍	ok
UI	lang0.pak	DST_DRAGONBALL_SCRAMBLE_READY_FOR_JOIN_RES	Ready, Waiting response		准备，等待中	ok
UI	lang0.pak	DST_DRAGONBALL_SCRAMBLE_RETURN_MSG	Can't join Dragon Ball scramble		无法参加龙珠争夺战	ok
UI	lang0.pak	DST_DRAGONBALL_SCRAMBLE_SEASON_BEGIN_NFY	Dragon Ball Scramble Event Started		龙珠争夺战活动已开始	ok
UI	lang0.pak	DST_DRAGONBALL_SCRAMBLE_SEASON_END_NFY	Dragon Ball Scramble Event End		龙珠争夺战活动结束	ok
UI	lang0.pak	DST_DRAGONBALL_SCRAMBLE_SEASON_REWARD_COOLTIME_NFY	Battle Dragon Ball turned into a stone, you won't receive compensation		战斗龙珠到石，你将不领取补偿	ok
UI	lang0.pak	DST_DRAGONBALL_SCRAMBLE_SEASON_REWARD_LIMIT_OVER_NFY	"[align = ""center""]Dragon Ball Scramble Info[br][br]Scramble full[br]no compensation in this channel"		"[align = ""center""]龙珠争夺战信息[br][br]争夺战已满[br]没有补偿在此频道"	ok
UI	lang0.pak	DST_DRAGONBALL_SCRAMBLE_TOOLTIP	%d Star Battle Dragon Ball		%d 星战斗龙珠	ok
UI	lang0.pak	DST_DRGONBALL_SCRAMBLE_SEASON_REFRESH_NFY	Battle Dragon Ball have been compensated		战斗龙珠已发放补偿	ok
UI	lang0.pak	DST_DROPITEM_ZENNY	%s Zeni		%s 索	ok
UI	lang0.pak	DST_DUALDST_GUN	Dual Gun		Dual 枪	ok
UI	lang0.pak	DST_DUNGEON_DIRECT_ENTER	Enter		进入	ok
UI	lang0.pak	DST_DWC_CARDCOUNT	Card Count		卡片数量	ok
UI	lang0.pak	DST_DWC_CARD_CLEAR_TOOLTIP	Current available attacks		当前可用	ok
UI	lang0.pak	DST_DWC_CARD_GRADE	Card Grade		卡片等级	ok
UI	lang0.pak	DST_DWC_CARD_GRADE_00	ALL		全	ok
UI	lang0.pak	DST_DWC_CARD_GRADE_01	Common		通用	ok
UI	lang0.pak	DST_DWC_CARD_GRADE_02	Uncommon		Uncommon	ok
UI	lang0.pak	DST_DWC_CARD_GRADE_03	Unique		Unique	ok
UI	lang0.pak	DST_DWC_CARD_GRADE_04	Rare		稀有	ok
UI	lang0.pak	DST_DWC_CARD_GRADE_05	Legendary		传说	ok
UI	lang0.pak	DST_DWC_CARD_TARGET_TOOLTIP	Attack		攻击	ok
UI	lang0.pak	DST_DWC_CHOOSE_TITLE	Select Target		选择目标	ok
UI	lang0.pak	DST_DWC_CLEAR_CARD_TOOLTIP	Confirm access to the card		确认访问到卡片	ok
UI	lang0.pak	DST_DWC_CONDITION	Target Condition		目标条件	ok
UI	lang0.pak	DST_DWC_CONDITION_RB_STRAIGHTWIN	%d Streak		%d Streak	ok
UI	lang0.pak	DST_DWC_CONDITION_STATE	Condition Status		Condition 状态	ok
UI	lang0.pak	DST_DWC_ENTER_CONDITION	Entrance Conditions		入口条件	ok
UI	lang0.pak	DST_DWC_ENTER_CONFIRM	"[align = ""center""]Dragon World Challenge (DWC) Entry[br][br]Remaining # of entries this week: %d[br][br]You can't withdraw.[br]Do you want to enter?[br]"		"[align = ""center""]龙界挑战（DWC）入场[br][br]本周剩余入场次数：%d[br][br]进入后无法退出。[br]确定要进入吗？[br]"	ok
UI	lang0.pak	DST_DWC_ENTER_QUESTION	"[br][align = ""center""][font size = ""10"" color=""f4d762""]DWC Admission[/font][br][br][font size = ""10"" color=""269eff""]You can play %d more times today[/font][br][br][font size = ""10"" color=""f4d762""]Would you like to play?[/font][br]"		"[br][align = ""center""][font size = ""10"" color=""f4d762""]DWC Admission[/font][br][br][font size = ""10"" color=""269eff""]你可以游玩 %d 更多今天[/font][br][br][font size = ""10"" color=""f4d762""]是否你像到游玩？[/font][br]"	ok
UI	lang0.pak	DST_DWC_ESSENTIAL_TITLE	Goal Required		需要目标	ok
UI	lang0.pak	DST_DWC_FIELD_ENTER	DWC Entry Status		DWC进入状态	ok
UI	lang0.pak	DST_DWC_FIELD_ENTER_COMMAND	Enter DWC		进入DWC	ok
UI	lang0.pak	DST_DWC_GRADE	Rating		评级	ok
UI	lang0.pak	DST_DWC_GRADE_TOOLTIP	Select a card.		选择卡片。	ok
UI	lang0.pak	DST_DWC_HERO_TITLE	Hero Info		英雄信息	ok
UI	lang0.pak	DST_DWC_INFO_COMMAND	DWC Info		DWC信息	ok
UI	lang0.pak	DST_DWC_MAIN_TITLE	Dragon World Challenge		龙世界挑战	ok
UI	lang0.pak	DST_DWC_PLAYER_COUNT	Player Count		玩家数量	ok
UI	lang0.pak	DST_DWC_PLAYER_COUNT_TEXT	%d ~ %d players		%d ~ %d 玩家	ok
UI	lang0.pak	DST_DWC_PLAYLEVEL	Level %d and above		等级 %d 和以上	ok
UI	lang0.pak	DST_DWC_PLAY_LEVEL	Difficulty Level		难度等级	ok
UI	lang0.pak	DST_DWC_PROLOG_TITLE	Prolog		Prolog	ok
UI	lang0.pak	DST_DWC_REPEAT_REWARD	Repeat Rewards		Repeat 奖励	ok
UI	lang0.pak	DST_DWC_REWARD	Reward		奖励	ok
UI	lang0.pak	DST_DWC_SCENARIOINFO_TITLE	Scenario Info		剧情信息	ok
UI	lang0.pak	DST_DWC_SCENARIO_CONDITION_TITLE	Entry Details		进入 Details	ok
UI	lang0.pak	DST_DWC_SCENARIO_LIST	DWC Scenario List		DWC剧情列表	ok
UI	lang0.pak	DST_DWC_SCENARIO_TOOLTIP	Select the plot and organize relevant cards.		选择和。	ok
UI	lang0.pak	DST_DWC_SIDE_VIEW	DWC Completed. Press V to open the main menu.		DWC已完成。按下V到打开菜单。	ok
UI	lang0.pak	DST_DWC_STATE_CLEAR	End		完	ok
UI	lang0.pak	DST_DWC_STATE_LOCK	Locked		锁定	ok
UI	lang0.pak	DST_DWC_STATE_OPEN	Under Attack		受到攻击	ok
UI	lang0.pak	DST_DWC_STATE_PLAY	Attack		攻击	ok
UI	lang0.pak	DST_DWC_STATE_TOOLTIP	Select the card to attack the state and organize.		选择卡片到攻击状态和。	ok
UI	lang0.pak	DST_DWC_STATUS	Status		状态	ok
UI	lang0.pak	DST_DWC_TARGET	Target		目标	ok
UI	lang0.pak	DST_DWC_TARGET_TITLE	Target Goal		目标	ok
UI	lang0.pak	DST_DWC_TITLE	Dragon World Challenge		龙世界挑战	ok
UI	lang0.pak	DST_DYNAMIC_FIELD_SIDEVIEW_BOSSKILLTIME	%d hour %d minute		%d 小时 %d	ok
UI	lang0.pak	DST_DYNAMIC_FIELD_SIDEVIEW_CONTENT_01	At 100% the BOSS will appear!		在 100% 首领将！	ok
UI	lang0.pak	DST_DYNAMIC_FIELD_SIDEVIEW_CONTENT_02	After 2h the Boss disappear.		之后 2h 首领。	ok
UI	lang0.pak	DST_DYNAMIC_FIELD_SIDEVIEW_CONTENT_03	A NPC appear after success.		A NPC之后成功。	ok
UI	lang0.pak	DST_DYNAMIC_FIELD_SIDEVIEW_CONTENT_04	Click the icon for the quest!		点击图标用于任务！	ok
UI	lang0.pak	DST_DYNAMIC_FIELD_SIDEVIEW_CONTENT_05	Quest activated.		任务已激活。	ok
UI	lang0.pak	DST_DYNAMIC_FIELD_SIDEVIEW_CONTENT_06	Only you can Defeat the Boss.		专用你可以 Defeat 首领。	ok
UI	lang0.pak	DST_DYNAMIC_FIELD_SIDEVIEW_PERCENTAGE	%s%%		%s%%	ok
UI	lang0.pak	DST_DYNAMIC_FIELD_SIDEVIEW_TITLE_01	Boss Monster emerges		首领怪物出现	ok
UI	lang0.pak	DST_DYNAMIC_FIELD_SIDEVIEW_TITLE_02	Eliminate BOSS monster		Eliminate 首领	ok
UI	lang0.pak	DST_DYNAMIC_FIELD_SIDEVIEW_TITLE_03	Monster emerges		Monster	ok
UI	lang0.pak	DST_DYNAMIC_FIELD_SIDEVIEW_TITLE_04	Progress		进行中	ok
UI	lang0.pak	DST_ENABLE	Available		可用	ok
UI	lang0.pak	DST_ENGINEER	Engineer		工程师	ok
UI	lang0.pak	DST_ERROR_DUPLICATE_NAME	[%s]Already Exists.		[%s]已经存在。	ok
UI	lang0.pak	DST_ERROR_NO_USE_BY_PARTY_MEMBER	Party status unavailable.		队伍状态。	ok
UI	lang0.pak	DST_ERROR_RENAME_PENALTY_PERIOD	Penalty: %d remain		Penalty：%d	ok
